모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급,,행 레이블,평균 : 복합_연비,
"셀토스 1.6T-GDI 2WD (18"" 타이어)",기아,승용차,다목적형,내연기관,휘발유,1591,자동7,143,11.80 ,3등급,TRUE,,,
"셀토스 1.6T-GDI 2WD (17"" 타이어)",기아,승용차,다목적형,내연기관,휘발유,1591,자동7,137,12.20 ,3등급,TRUE,,,
"셀토스 1.6T-GDI 2WD (16"" 타이어)",기아,승용차,다목적형,내연기관,휘발유,1591,자동7,132,12.70 ,3등급,TRUE,,,
S350 d,벤츠,승용차,일반형,내연기관,경유,2925,자동9,152,12.70 ,3등급,TRUE,,,
CHEVROLET COLORADO RWD,GM,화물차,일반형,내연기관,휘발유,3649,자동8,210,8.30 ,5등급,TRUE,,,
Mercedes-AMG S63 4Matic + L,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,246,7.20 ,5등급,TRUE,,,
Mercedes-AMG S63 4Matic + L,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,246,7.20 ,5등급,TRUE,,,
E450 Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,192,9.10 ,5등급,TRUE,,,
"코나 1.6디젤 4WD (18"" 타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,129,14.60 ,2등급,TRUE,,,
"코나 1.6디젤 4WD (17"" 타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,123,15.30 ,2등급,TRUE,,,
"코나 1.6디젤 2WD (18"" 타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,110,16.80 ,1등급,TRUE,,,
"코나 1.6디젤 2WD (17"" 타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,107,17.30 ,1등급,TRUE,,,
"코나 1.6디젤 2WD (16"" 타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,105,17.50 ,1등급,TRUE,,,
그랜드스타렉스 2.5 디젤 5밴 5AT (20MY),현대,화물차,밴형,내연기관,경유,2497,자동5,196,10.00 ,4등급,TRUE,,,
그랜드스타렉스 2.5 디젤 5밴 6MT (20MY),현대,화물차,밴형,내연기관,경유,2497,수동6,175,11.00 ,4등급,TRUE,,,
"셀토스 1.6디젤 4WD (16"" 타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,116,16.10 ,1등급,TRUE,,,
"셀토스 1.6디젤 4WD (18"" 타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,127,14.80 ,2등급,TRUE,,,
"셀토스 1.6디젤 4WD (17"" 타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,122,15.30 ,2등급,TRUE,,,
"셀토스 1.6디젤 2WD (17"" 타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,109,17.00 ,1등급,TRUE,,,
"셀토스 1.6디젤 2WD (16"" 타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,105,17.60 ,1등급,TRUE,,,
Mercedes-AMG GLC43 4Matic,벤츠,승용차,다목적형,내연기관,휘발유,2996,자동9,207,8.50 ,5등급,TRUE,,,
ODYSSEY,혼다,승용차,일반형,내연기관,휘발유,3471,자동10,187,9.00 ,5등급,TRUE,,,
그랜드스타렉스 2.4LPI 어린이버스(법규대응),현대,승합차,승합,내연기관,LPG,2359,자동4,228,5.80 ,5등급,TRUE,,,
그랜드스타렉스 2.4LPI 어린이보호차(법규대응),현대,승합차,승합,내연기관,LPG,2359,자동4,228,5.80 ,5등급,TRUE,,,
그랜드스타렉스 2.5디젤 어린이버스(법규대응),현대,승합차,승합,내연기관,경유,2497,자동5,213,9.20 ,5등급,TRUE,,,
그랜드스타렉스 2.5디젤 어린이보호차(법규대응),현대,승합차,승합,내연기관,경유,2497,자동5,213,9.20 ,5등급,TRUE,,,
그랜드스타렉스 2.5디젤 4WD 어린이버스(법규대응),현대,승합차,승합,내연기관,경유,2497,자동5,240,8.20 ,5등급,TRUE,,,
그랜드스타렉스 2.5디젤 4WD 어린이보호차(법규대응),현대,승합차,승합,내연기관,경유,2497,자동5,240,8.20 ,5등급,TRUE,,,
레인지로버 이보크 P250,랜드로버,승용차,다목적형,내연기관,휘발유,1997,자동9,192,8.90 ,5등급,TRUE,,,
아반떼 1.6LPI (15''/16'' 타이어) (19MY),현대,승용차,일반형,내연기관,LPG,1591,자동6,122,10.60 ,4등급,TRUE,,,
아반떼 1.6T-GDI (19MY),현대,승용차,일반형,내연기관,휘발유,1591,수동6,142,11.60 ,3등급,TRUE,,,
아반떼 1.6T-GDI_7DCT (19MY),현대,승용차,일반형,내연기관,휘발유,1591,자동7,138,12.00 ,3등급,TRUE,,,
"스포티지 2.0MPI (PE/18"",19""타이어) (19)",기아,승용차,다목적형,내연기관,휘발유,1999,자동6,161,10.50 ,4등급,TRUE,,,
"K7 2.4하이브리드 (PE/17""타이어)",기아,승용차,일반형,하이브리드,휘발유,2359,자동6,97,16.20 ,1등급,TRUE,,,
"K7 3.0GDI (PE/18""타이어)",기아,승용차,일반형,내연기관,휘발유,2999,자동8,168,10.00 ,4등급,TRUE,,,
"K7 3.0GDI (PE/19""타이어)",기아,승용차,일반형,내연기관,휘발유,2999,자동8,170,9.80 ,4등급,TRUE,,,
"K7 2.2디젤 (PE/19""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,135,14.10 ,2등급,TRUE,,,
"K7 2.2디젤 (PE/18""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,131,14.50 ,2등급,TRUE,,,
"K7 2.2디젤 (PE/17""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,130,14.60 ,2등급,TRUE,,,
"QM6 2.0 LPLi (19"" Tire)",르노코리아자동차(주),승용차,기타형,내연기관,LPG,1998,무단변속,153,8.60 ,5등급,TRUE,,,
"QM6 2.0 LPLi (17"" Tire)",르노코리아자동차(주),승용차,다목적형,내연기관,LPG,1998,무단변속,147,8.90 ,5등급,TRUE,,,
Citroen C3 AirCross 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동6,134,14.10 ,2등급,TRUE,,,
그랜드스타렉스 2.4LPI 어린이보호차 (12인) 5AT,현대,승합차,승합,내연기관,LPG,2359,자동5,233,5.70 ,5등급,TRUE,,,
그랜드스타렉스 2.4LPI 웨건 5AT,현대,승합차,승합,내연기관,LPG,2359,자동5,218,6.10 ,5등급,TRUE,,,
K7 2.5 GDI (PE/17”타이어),기아,승용차,일반형,내연기관,휘발유,2497,자동8,142,11.90 ,3등급,TRUE,,,
BMW 745Le iPerformance,BMW,승용차,일반형,PHEV,전기+휘발유,2998,자동8,63,2.9 / 10,PHEV,,,,
BMW X3 M,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,247,7.10 ,5등급,TRUE,,,
BMW X4 M,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,247,7.10 ,5등급,TRUE,,,
BMW 530d RDE,BMW,승용차,일반형,내연기관,경유,2993,자동8,151,12.60 ,3등급,TRUE,,,
"셀토스 1.6디젤 2WD (18""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,113,16.40 ,1등급,TRUE,,,
K7 2.5 GDI (PE/18”타이어),기아,승용차,일반형,내연기관,휘발유,2497,자동8,147,11.60 ,3등급,TRUE,,,
K7 2.5 GDI (PE/19”타이어),기아,승용차,일반형,내연기관,휘발유,2497,자동8,153,11.10 ,4등급,TRUE,,,
BMW 750Li xDrive,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,226,7.70 ,5등급,TRUE,,,
"K7 3.0 LPI (PE/18""타이어)",기아,승용차,일반형,내연기관,LPG,2999,자동6,183,7.30 ,5등급,TRUE,,,
"K7 3.0 LPI (PE/17""타이어)",기아,승용차,일반형,내연기관,LPG,2999,자동6,175,7.60 ,5등급,TRUE,,,
베뉴 1.6 가솔린 MT (17“타이어),현대,승용차,기타형,내연기관,휘발유,1598,수동6,125,13.30 ,3등급,TRUE,,,
베뉴 1.6 가솔린 MT (15“타이어),현대,승용차,기타형,내연기관,휘발유,1598,수동6,122,13.60 ,3등급,TRUE,,,
베뉴 1.6 가솔린 CVT (17“타이어),현대,승용차,기타형,내연기관,휘발유,1598,무단변속,125,13.30 ,3등급,TRUE,,,
베뉴 1.6 가솔린 CVT (15“타이어),현대,승용차,기타형,내연기관,휘발유,1598,무단변속,121,13.70 ,3등급,TRUE,,,
E450 4Matic Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,195,9.00 ,5등급,TRUE,,,
쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,83,19.10 ,1등급,TRUE,,,
쏘나타(DN8) 2.0GDI 하이브리드_16인치타이어,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,79,20.10 ,1등급,TRUE,,,
Mercedes-AMG C43 4Matic Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,198,8.90 ,5등급,TRUE,,,
BMW X7 xDrive40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,211,8.20 ,5등급,TRUE,,,
Mercedes-Maybach S650 pullman,벤츠,승용차,일반형,내연기관,휘발유,5980,자동7,331,5.50 ,5등급,TRUE,,,
BMW 730Ld xDrive,BMW,승용차,일반형,내연기관,경유,2993,자동8,167,11.50 ,4등급,TRUE,,,
BMW M760Li xDrive,BMW,승용차,일반형,내연기관,휘발유,6592,자동8,277,6.40 ,5등급,TRUE,,,
BMW X3 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,161,11.90 ,3등급,TRUE,,,
렉서스 LC500,토요타,승용차,일반형,내연기관,휘발유,4969,자동10,226,7.70 ,5등급,TRUE,,,
티볼리 가솔린 1.5 MT 2WD 기준4,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,수동6,136,12.10 ,3등급,TRUE,,,
티볼리 가솔린 1.5 AT 2WD  기준4 (16인치 타이어),케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,143,11.60 ,3등급,TRUE,,,
티볼리 가솔린 1.5 AT 2WD 기준4 (18인치 타이어),케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,145,11.40 ,4등급,TRUE,,,
티볼리 가솔린 1.5 AT AWD 기준4,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,164,10.20 ,4등급,TRUE,,,
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,경유,2987,자동8,212,9.30 ,5등급,TRUE,,,
DANIGO 3,(주)대창모터스,화물차,화물,전기,전기,,없음,0,6.10 ,초소형,TRUE,,,
CLS400 d 4Matic,벤츠,승용차,일반형,내연기관,경유,2925,자동9,165,11.70 ,3등급,TRUE,,,
Lincoln Nautilus 2.7 AWD,포드,승용차,다목적형,내연기관,휘발유,2694,자동8,195,8.70 ,5등급,TRUE,,,
BMW Z4 M40i,BMW,승용차,일반형,내연기관,휘발유,2998,자동8,168,10.20 ,4등급,TRUE,,,
BMW 740Li xDrive,BMW,승용차,일반형,내연기관,휘발유,2998,자동8,184,9.40 ,4등급,TRUE,,,
BMW X4 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,156,12.20 ,3등급,TRUE,,,
토요타 Prius 2WD,토요타,승용차,일반형,하이브리드,휘발유,1798,무단변속,68,22.40 ,1등급,TRUE,,,
"QM6 New 2.0 (19"" Tire)",르노코리아자동차(주),승용차,기타형,내연기관,휘발유,1997,무단변속,146,11.60 ,3등급,TRUE,,,
"QM6 New 2.0 (17"" Tire)",르노코리아자동차(주),승용차,다목적형,내연기관,휘발유,1997,무단변속,140,12.00 ,3등급,TRUE,,,
BMW 420d Coupe RDE,BMW,승용차,일반형,내연기관,경유,1995,자동8,139,13.70 ,3등급,TRUE,,,
BMW 750Li xDrive,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,226,7.70 ,5등급,TRUE,,,
BMW X3 M Competition,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,247,7.10 ,5등급,TRUE,,,
"코나 1.6디젤 4WD (16""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,119,15.70 ,2등급,TRUE,,,
Maxima,닛산,승용차,일반형,내연기관,휘발유,3498,무단변속,180,9.60 ,4등급,TRUE,,,
BMW X4 M Competition,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,247,7.10 ,5등급,TRUE,,,
E450 4Matic,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,190,9.20 ,5등급,TRUE,,,
BMW 620d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,154,12.40 ,3등급,TRUE,,,
BMW 520d,BMW,승용차,일반형,내연기관,경유,1995,자동8,142,13.40 ,3등급,TRUE,,,
티볼리 1.6 디젤 2WD 6AT SCR,케이지모빌리티,승용차,기타형,내연기관,경유,1597,자동6,130,14.50 ,2등급,TRUE,,,
티볼리 1.6 디젤 AWD 6AT SCR,케이지모빌리티,승용차,기타형,내연기관,경유,1597,자동6,139,13.60 ,3등급,TRUE,,,
BMW 320d xDrive Gran Turismo RDE,BMW,승용차,일반형,내연기관,경유,1995,자동8,158,12.10 ,3등급,TRUE,,,
BMW 420d xDrive Gran Coupe RDE,BMW,승용차,일반형,내연기관,경유,1995,자동8,162,11.90 ,3등급,TRUE,,,
BMW 420d Gran Coupe RDE,BMW,승용차,일반형,내연기관,경유,1995,자동8,153,12.40 ,3등급,TRUE,,,
BMW 740Ld xDrive,BMW,승용차,일반형,내연기관,경유,2993,자동8,172,11.20 ,4등급,TRUE,,,
BMW 740d xDrive,BMW,승용차,일반형,내연기관,경유,2993,자동8,173,11.20 ,4등급,TRUE,,,
BMW 730d xDrive,BMW,승용차,일반형,내연기관,경유,2993,자동8,163,11.80 ,3등급,TRUE,,,
스팅어 2.0T-GDI 2WD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,1998,자동8,166,10.30 ,4등급,TRUE,,,
스팅어 2.0T-GDI AWD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,1998,자동8,181,9.50 ,4등급,TRUE,,,
스팅어 3.3T-GDI 2WD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,3342,자동8,192,9.00 ,5등급,TRUE,,,
스팅어 3.3T-GDI AWD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,3342,자동8,203,8.50 ,5등급,TRUE,,,
Mercedes-AMG E63 4Matic +,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,233,7.60 ,5등급,TRUE,,,
Mercedes-AMG C43 4Matic,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,192,9.10 ,5등급,TRUE,,,
BMW 320d Gran Turismo RDE,BMW,승용차,일반형,내연기관,경유,1995,자동8,149,12.80 ,3등급,TRUE,,,
Mercedes-AMG SLC43,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,186,9.40 ,4등급,TRUE,,,
아이오닉 전기차(PE),현대,승용차,일반형,전기(MCT),전기,,없음,0,6.30 ,1등급,TRUE,,,
Citroen C5 AirCross 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,133,14.20 ,2등급,TRUE,,,
제인모터스칼마토EV1톤내장탑차,제인모터스,화물차,화물,전기(MCT),전기,,없음,0,2.30 ,5등급,TRUE,,,
SLC250 ,벤츠,승용차,일반형,내연기관,휘발유,1991,자동9,163,10.70 ,4등급,TRUE,,,
A220 Hatchback,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,140,12.30 ,3등급,TRUE,,,
Maxima,닛산,승용차,일반형,내연기관,휘발유,3498,무단변속,182,9.40 ,4등급,TRUE,,,
Citroen C5 AirCross 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,150,12.70 ,3등급,TRUE,,,
짚 레니게이드,크라이슬러,승용차,다목적형,내연기관,경유,1956,자동9,164,11.80 ,3등급,TRUE,,,
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,경유,2987,자동8,212,9.30 ,5등급,TRUE,,,
Urus,람보르기니,승용차,다목적형,내연기관,휘발유,3996,자동8,281,6.30 ,5등급,TRUE,,,
Citroen Grand C4 SPACETOURER 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,130,14.50 ,2등급,TRUE,,,
Mercedes-Maybach S650,벤츠,승용차,일반형,내연기관,휘발유,5980,자동7,286,6.30 ,5등급,TRUE,,,
코란도 1.6 디젤 6MT 2WD SCR ISG,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,수동6,123,15.20 ,2등급,TRUE,,,
Urus,람보르기니,승용차,다목적형,내연기관,휘발유,3996,자동8,281,6.30 ,5등급,TRUE,,,
짚 레니게이드 2.4,크라이슬러,승용차,다목적형,내연기관,휘발유,2360,자동9,171,10.00 ,4등급,TRUE,,,
BMW X7 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,217,9.00 ,5등급,TRUE,,,
BMW X7 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,206,9.50 ,4등급,TRUE,,,
Altima 2.5,닛산,승용차,일반형,내연기관,휘발유,2488,무단변속,131,12.90 ,3등급,TRUE,,,
Mercedes-AMG S63 4Matic Coupe,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,251,7.10 ,5등급,TRUE,,,
Mercedes-AMG S63 4Matic Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,267,6.70 ,5등급,TRUE,,,
Citroen Grand C4 SPACETOURER 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,151,12.70 ,3등급,TRUE,,,
Peugeot 508 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,129,14.60 ,2등급,TRUE,,,
Peugeot 508SW 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,129,14.60 ,2등급,TRUE,,,
쏘나타(DN8) 2.0CVVL_18인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,129,13.00 ,3등급,TRUE,,,
쏘나타(DN8) 2.0CVVL_17인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,126,13.30 ,3등급,TRUE,,,
쏘나타(DN8) 2.0CVVL_16인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,128,13.10 ,3등급,TRUE,,,
쏘나타(DN8) 2.0LPI_18인치타이어,현대,승용차,일반형,내연기관,LPG,1999,자동6,133,9.80 ,4등급,TRUE,,,
쏘나타(DN8) 2.0LPI_16인치타이어,현대,승용차,일반형,내연기관,LPG,1999,자동6,126,10.30 ,4등급,TRUE,,,
E220 d 4Matic,벤츠,승용차,일반형,내연기관,경유,1950,자동9,139,13.70 ,3등급,TRUE,,,
BMW Z4 sDrive20i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,159,10.70 ,4등급,TRUE,,,
BMW 330i xDrive,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,164,10.40 ,4등급,TRUE,,,
BMW 330i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,153,11.10 ,4등급,TRUE,,,
코란도 1.6 디젤 6MT 2WD SCR,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,수동6,130,14.50 ,2등급,TRUE,,,
코란도 1.6 디젤 6AT 2WD SCR,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,자동6,134,14.10 ,2등급,TRUE,,,
코란도 1.6 디젤 6AT AWD SCR,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,자동6,143,13.30 ,3등급,TRUE,,,
BMW X7 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,217,9.00 ,5등급,TRUE,,,
BMW X2 xDrive18d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,140,13.60 ,3등급,TRUE,,,
C220 d 4Matic Coupe,벤츠,승용차,일반형,내연기관,경유,1950,자동9,134,14.20 ,2등급,TRUE,,,
BMW M550d xDrive RDE,BMW,승용차,일반형,내연기관,경유,2993,자동8,183,10.60 ,4등급,TRUE,,,
BMW 320d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,141,13.50 ,3등급,TRUE,,,
BMW X7 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,206,9.50 ,4등급,TRUE,,,
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,현대,승용차,일반형,PHEV,전기+휘발유,1580,자동6,17,5.5 / 20.5,PHEV,,,,
BMW i3 120Ah,BMW,승용차,일반형,전기(MCT),전기,,없음,0,5.60 ,2등급,TRUE,,,
Citroen C4 Cactus 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동6,121,15.50 ,2등급,TRUE,,,
INFINITI QX60 2WD,닛산,승용차,다목적형,내연기관,휘발유,3498,무단변속,193,8.90 ,5등급,TRUE,,,
INFINITI QX60 AWD,닛산,승용차,다목적형,내연기관,휘발유,3498,무단변속,200,8.70 ,5등급,TRUE,,,
짚 체로키 2.2,크라이슬러,승용차,다목적형,내연기관,경유,2184,자동9,175,11.10 ,4등급,TRUE,,,
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,휘발유,3604,자동8,223,7.90 ,5등급,TRUE,,,
"쏘울 전기차(기본형, 64kWh)",기아,승용차,일반형,전기(MCT),전기,,없음,0,5.40 ,2등급,TRUE,,,
Rolls-Royce Cullinan,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,319,5.60 ,5등급,TRUE,,,
"쏘울 전기차 (도심형, 39.2kWh)",기아,승용차,일반형,전기(MCT),전기,,없음,0,5.60 ,2등급,TRUE,,,
BMW i8 LCI,BMW,승용차,일반형,PHEV,전기+휘발유,1499,자동6,55,3.2 / 12.7,PHEV,,,,
Altima 2.0,닛산,승용차,일반형,내연기관,휘발유,1997,무단변속,139,12.20 ,3등급,TRUE,,,
Altima 2.5,닛산,승용차,일반형,내연기관,휘발유,2488,무단변속,132,12.80 ,3등급,TRUE,,,
BMW X5 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10.00 ,4등급,TRUE,,,
Peugeot 508 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,143,13.30 ,3등급,TRUE,,,
C350 e,벤츠,승용차,일반형,PHEV,전기+휘발유,1991,자동7,80,3 / 12.7,PHEV,,,,
캐딜락 CT6 2.0T,GM,승용차,일반형,내연기관,휘발유,1998,자동10,156,11.00 ,4등급,TRUE,,,
C220 d ,벤츠,승용차,일반형,내연기관,경유,1950,자동9,131,14.40 ,2등급,TRUE,,,
CR-V 4WD,혼다,승용차,다목적형,내연기관,휘발유,1498,무단변속,145,11.40 ,4등급,TRUE,,,
BMW Active Tourer,BMW,승용차,일반형,내연기관,경유,1995,자동8,120,15.60 ,2등급,TRUE,,,
E220 d ,벤츠,승용차,일반형,내연기관,경유,1950,자동9,134,14.20 ,2등급,TRUE,,,
Peugeot 508 GT 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,143,13.30 ,3등급,TRUE,,,
"쏘울 1.6T-GDI (18"" 타이어)",기아,승용차,일반형,내연기관,휘발유,1591,자동7,137,12.20 ,3등급,TRUE,,,
"쏘울 1.6T-GDI (17"" 타이어)",기아,승용차,일반형,내연기관,휘발유,1591,자동7,134,12.40 ,3등급,TRUE,,,
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,휘발유,3604,자동8,223,7.90 ,5등급,TRUE,,,
캐딜락 CT6 3.6,GM,승용차,일반형,내연기관,휘발유,3649,자동10,201,8.70 ,5등급,TRUE,,,
Peugeot 3008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,135,14.00 ,2등급,TRUE,,,
INFINITI Q60,닛산,승용차,일반형,내연기관,휘발유,2997,자동7,183,9.40 ,4등급,TRUE,,,
말리부 1.35 TURBO,한국지엠,승용차,일반형,내연기관,휘발유,1341,무단변속,126,13.30 ,3등급,TRUE,,,
BMW X4 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,174,11.10 ,4등급,TRUE,,,
말리부 1.35 TURBO,한국지엠,승용차,일반형,내연기관,휘발유,1341,무단변속,118,14.20 ,2등급,TRUE,,,
CR-V 2WD,혼다,승용차,다목적형,내연기관,휘발유,1498,무단변속,133,12.40 ,3등급,TRUE,,,
CR-V 4WD,혼다,승용차,다목적형,내연기관,휘발유,1498,무단변속,145,11.40 ,4등급,TRUE,,,
말리부 1.6 DIESEL,한국지엠,승용차,일반형,내연기관,경유,1598,자동6,130,14.50 ,2등급,TRUE,,,
말리부 1.6 DIESEL,한국지엠,승용차,일반형,내연기관,경유,1598,자동6,123,15.30 ,2등급,TRUE,,,
짚 랭글러 스포츠,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,179,9.60 ,4등급,TRUE,,,
짚 랭글러 루비콘,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,201,8.70 ,5등급,TRUE,,,
Peugeot 308 GT 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,146,13.10 ,3등급,TRUE,,,
Peugeot 308 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,125,15.10 ,2등급,TRUE,,,
"팰리세이드 2.2디젤 AWD 7인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,167,11.50 ,4등급,TRUE,,,
"팰리세이드 2.2디젤 AWD 7인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,163,11.80 ,3등급,TRUE,,,
"팰리세이드 2.2디젤 2WD 7인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12.00 ,3등급,TRUE,,,
"팰리세이드 2.2디젤 AWD 8인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,167,11.50 ,4등급,TRUE,,,
말리부 1.8 HYBRID,한국지엠,승용차,일반형,하이브리드,휘발유,1796,무단변속,95,17.10 ,1등급,TRUE,,,
S350 L,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,197,8.90 ,5등급,TRUE,,,
"팰리세이드 3.8GDI AWD 7인(18""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,191,9.00 ,5등급,TRUE,,,
"팰리세이드 3.8GDI 2WD 7인(20""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,184,9.30 ,5등급,TRUE,,,
"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,178,9.60 ,4등급,TRUE,,,
"팰리세이드 3.8GDI AWD 7인 (20"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,192,8.90 ,5등급,TRUE,,,
"팰리세이드 2.2디젤 AWD 8인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,163,11.80 ,3등급,TRUE,,,
"팰리세이드 2.2디젤 2WD 8인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12.00 ,3등급,TRUE,,,
"팰리세이드 2.2디젤 2WD 8인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,155,12.40 ,3등급,TRUE,,,
"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,151,12.60 ,3등급,TRUE,,,
"팰리세이드 3.8GDI AWD 8인(18""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,191,9.00 ,5등급,TRUE,,,
"팰리세이드 3.8GDI 2WD 8인(20""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,184,9.30 ,5등급,TRUE,,,
